식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
118911,네스카롱,,양천구,,0.910544,N,0.215,,,,4.19
118912,진대감,삼성점,강남구,,4.4821696,Y,0.268,0.33,,,4.23
118913,녹두빈대떡,,양천구,,0.0186212,,0.029,,,,
118915,보광캐빈,,용산구,,0.910544,N,0.189,,,,
118917,파파호,,마포구,,4.3588346,Y,0.233,0.33,,,4.3
118918,김명자굴국밥,용산점,용산구,,4.2834283,N,0.215,0.04,,,4.24
118920,대성식당,,용산구,,0.910544,N,0.215,,,,4.33
118921,코끼리 분식,,강남구,,4.0241831,Y,0.373,0.03,,,4.22
118922,카페그라페,,양천구,,4.0067571,N,0.246,,,,4.33
118923,김주막,,용산구,,0.910544,N,0.199,,,,3.88
118924,빙달,신월점,양천구,,4.1340264,N,0.202,0.07,,,4.74
118925,족발의 명가 수상한집,,용산구,,4.2510872,N,0.221,0.1,,,5
118926,오봉집,등촌점,양천구,,,,0.029,,,,
118927,김밥천국,,서초구,,4.0210963,N,0.204,0.03,,,
118928,울엄마맛집,,용산구,,4.2150664,N,0.216,0.33,,,4.22
118929,현이네,,양천구,,0.0186212,,0.029,,,,
118930,에이블커피&베이커리,,서초구,,4.0404971,N,0.232,0.01,,,4.29
118931,현스시,,용산구,,4.2861111,N,0.25,0.28,,,4.31
118932,선식당,목동점,양천구,,4.4817917,N,0.249,0.33,,,4.32
118933,동물원,,서초구,,4.2101236,N,0.217,0.17,,,4.77
118934,영진골뱅이,,용산구,,0.0186212,,0.029,,,,
118936,카페루나,,서초구,,3.8014116,N,0.251,,,,4.94
118937,샬롬김밥,,강남구,,4.2834283,N,0.215,0.04,,,4.18
118939,푸드라운지,,양천구,,0.910544,N,0.214,,,,4.02
118940,만랩커피,서초법원점,서초구,,3.90947,N,0.249,0.01,,,4.65
118941,아리네술상,,강남구,,4.4123404,Y,0.25,0.33,,,4.52
118942,옛날통닭,,양천구,,0.910544,N,0.212,,,,3
118943,파리바게뜨,효창점,용산구,,4.1162244,Y,0.232,0.01,,,4.37
118944,브레들리베이커리,마포점,마포구,,4.3532946,Y,0.278,0.04,,,4.3
118945,이수진 앙금플라워,,서초구,,4.5126644,N,0.201,0.33,,,4.51
118946,우곳간,,양천구,,4.539222,N,0.253,0.33,,,4.64
118948,쿵파오,,양천구,,4.4893306,N,0.306,0.07,,,4.85
118949,김밥천국,보광동점,용산구,,4.2949378,N,0.2,0.08,,,4
118950,예향식당,,서초구,,3.8151542,N,0.2,0.01,,,4.13
118951,할로나데이,,양천구,,4.3565792,N,0.23,0.33,,,4.5
118952,나나니니,,용산구,,4.306458,N,0.277,0.07,,,4.95
118954,합정리과일집,,마포구,,4.3275494,N,0.232,0.17,,,4.2
118956,하치,,용산구,,4.0717341,N,0.214,0.02,,,4
118957,카페밸류,,서초구,,3.8151542,N,0.165,0.01,,,4.33
118958,온돈부리,,마포구,,4.3728833,Y,0.263,0.33,,,4.51
118959,바오소,,양천구,,4.4489908,N,0.266,0.21,,,4.69
118960,바어바,,용산구,,4.2883109,Y,0.235,0.12,,,4.35
118961,투블레싱마켓,,서초구,,4.1340264,N,0.201,0.07,,,4.51
118963,별난집밥,,양천구,,0.910544,N,0.2,,,,4.21
118965,카페 쥬아쥬,,양천구,,4.1201799,N,0.247,0.02,,,4.42
118966,갑돌네,,용산구,,3.8151542,N,0.185,0.01,,,4.48
118967,원기정,강남점,서초구,,4.3237577,N,0.149,0.02,,,3.92
118968,더바스켓,신정점,양천구,,4.3450118,N,0.266,0.18,,,4.45
118969,윤지네,,용산구,,0.910544,N,0.215,,,,4.25
118970,경복궁,잠원점,서초구,,4.3724995,N,0.249,0.19,,,4.46
118971,로커피,,양천구,,4.2834283,N,0.2,0.04,,,4.38
118973,위더스카페,,서초구,,4.1733215,N,0.291,0.01,,,4.24
118975,콩뿌리 콩나물국밥&오양민 돈까스,,서초구,,0.910544,N,0.215,,,,4.36
118976,스타트업스퀘어 카페,,강남구,,3.6179432,N,0.237,,,,
118977,디저트카페 2월5일,,양천구,,4.177977,N,0.217,0.14,,,4.78
118978,림프,,용산구,,3.8151542,N,0.244,0.01,,,4.25
118980,오장동흥남,마포점,마포구,,0.910544,N,0.204,,,,
118981,속이 꽉찬 만두 99.9,,강남구,,4.318134,N,0.202,0.33,,,4.57
118982,링키지 커피(Linkage Coffee),,양천구,,0.0186212,,0.029,,,,
118983,진미도삭면,,서초구,,4.3525617,N,0.263,0.13,,,4.24
118984,루프탑어반비치,,마포구,,4.3888579,Y,0.2,0.33,,,4.29
118985,돈주다,본점,강남구,,4.2874164,N,0.281,0.29,,,4.15
118986,본아페티서울,,양천구,,4.0717341,N,0.234,0.02,,,4.19
118989,양평뼈해장국,,양천구,,3.8151542,N,0.201,0.01,,,4.48
118990,챠크라,한남점,용산구,,4.3571118,N,0.216,0.33,,,4.35
118991,샐러드박스,서울성모병원점,서초구,,4.2834283,N,0.215,0.04,,,4.24
118992,막내네,,양천구,,3.8158633,N,0.251,0.01,,,4.54
118993,서가네식당,,용산구,,4.4434761,N,0.248,0.29,,,4.34
118995,신불떡볶이,홍대점,마포구,,4.314401,Y,0.361,0.16,,,4.43
118996,천미방마라탕,,양천구,,4.40579,N,0.258,0.33,,,4.57
118997,명가,,용산구,,3.9685733,Y,0.293,0.02,4,,3.97
118998,진아구,,양천구,,4.4252535,N,0.281,0.33,,,4.42
118999,통통김밥,,양천구,,4.2453604,N,0.216,0.06,,,4.5
119000,닭대장,,용산구,,0.0186212,,0.029,,,,
119001,섹시한떡볶이꼬마김밥,신월점,양천구,,4.1340264,N,0.201,0.07,,,4.53
119002,초원식당,,용산구,,4.3286185,N,0.245,0.33,,,4.22
119003,르씨엘,,양천구,,4.3312025,N,0.28,0.09,,,4.19
119004,"또,카페",,양천구,,4.3929879,N,0.185,0.16,,,4.76
119006,공차,,서초구,,3.8151542,N,0.216,0.01,,,4.44
119007,전주식당,,용산구,,4.1162244,Y,0.36,0.01,,,4.08
119008,스탠딩스테이크,목동점,양천구,,4.4239231,Y,0.217,0.1,,,4.16
119014,케이커리 슈,,서초구,,4.2088697,N,0.266,0.06,,,5
119017,선비꼬마김밥,목동1호점,양천구,,4.2453604,N,0.219,0.06,,,4.25
119018,사사커피,,마포구,,4.5078754,N,0.273,0.1,,,4.46
119019,펍 메이드,,서초구,,0.910544,N,0.214,,,,4
119020,이가푸드,,양천구,,0.0186212,,0.029,,,,
119021,커리146,,서초구,,4.3651901,N,0.151,0.33,,,4.45
119022,가든,,마포구,,0.910544,N,0.214,,,,4
119023,그린매니저,목동점,양천구,안심식당(2020),4.2969628,N,0.167,0.33,,,4.63
119024,명동할머니국수,신사점,강남구,,4.3669004,Y,0.361,0.32,,,4.3
119025,강남프라자,,서초구,,0.0186212,,0.029,,,,
119026,소금집델리,망원점,마포구,블루리본(2021),4.4373402,N,0.183,0.33,,,4.43
119027,마카롱이야기,,양천구,,4.2803609,N,0.22,0.09,,,4.5
119028,피오레버,,서초구,,4.3290891,N,0.248,0.16,,,4.95
119029,레트로켄터키,,마포구,,4.4221853,N,0.268,0.33,,,4.38
119030,김밥수니,목동파크자이점,양천구,,3.90947,N,0.267,0.01,,,4.39
119031,계미집,,서초구,,0.910544,N,0.165,,,,4.17
119032,까페달콤(모아바),,마포구,,3.9971439,Y,0.249,0.01,,,4.29
119033,노랑통닭,신정네거리역점,양천구,,4.4499452,N,0.215,0.11,,,4.26
119035,물고기주택2호점,,용산구,,0.0186212,,0.029,,,,
119037,산밑에,,서초구,,4.0717341,N,0.219,0.02,,,4.29
119038,대림족발,,용산구,,3.8151542,N,0.215,0.01,,,4.06
119039,서울마님죽,,양천구,,0.910544,N,0.215,,,,4.37
119041,커피취향,,마포구,,4.4058427,Y,0.254,0.08,,,4.77
119042,강가네맷돌빈대떡,,용산구,,4.0685072,N,0.216,0.33,,,4.45
119043,한판,,양천구,,4.0717341,N,0.201,0.02,,,4.41
119045,보바이갈로,,용산구,,4.2649375,N,0.186,0.33,5,,4.48
119046,제이드 커피,,양천구,,4.3594975,N,0.249,0.04,,,4.63
119047,카페 드 파젠다,,용산구,,4.384968,Y,0.233,0.33,,,4.34
119049,커피하오,,양천구,,4.4724296,N,0.25,0.33,,,4.45
119050,밀리멧 베이커리,,서초구,,4.3463399,N,0.217,0.12,,,4.76
119051,잉카맥주치킨,,용산구,,0.910544,N,0.215,,,,4.27
119052,홍.낙.제.,,양천구,,4.2834283,N,0.216,0.04,,,4.49
119053,맘스 수제분식,본점,서초구,,3.8782314,N,0.244,0.01,,,4.25
119054,영광식당,,용산구,,0.910544,N,0.215,,,,4.07
119055,카페 레브,,양천구,,3.90947,N,0.203,0.01,,,4.65
119056,디에스랩,,서초구,,4.5473993,N,0.252,0.12,,,4.61
119057,소소막창,한남점,용산구,,4.177977,N,0.185,0.14,,,4.64
119058,카페리빈,테헤란로1호점,강남구,,4.2542749,Y,0.266,0.08,,,4.47
119059,삼동떡볶이,,양천구,,2.8120699,N,0.217,,,,4.36
119061,둘둘치킨,용산점,용산구,,4.1162244,Y,0.232,0.01,,,4.34
119062,일레븐F&B,,양천구,,0.0186212,,0.029,,,,
119064,우가,청담점,강남구,"미쉐린 가이드(2021),미쉐린 가이드(2022),블루리본(2021)",4.1113295,Y,0.314,0.33,,,4.54
119066,잠원동35-9,,서초구,,0.910544,N,0.214,,,,4
119067,송뱅치킨,,용산구,,0.910544,N,0.215,,,,4.13
119068,투썸플레이스,서초구청점,서초구,,3.8151542,N,0.215,0.01,,,4.35
119069,이디야커피,숙대입구역점,용산구,,4.4314946,N,0.24,0.19,,,4.27
119070,돼지와플&1리터커피,,서초구,,3.8151542,N,0.216,0.01,,,4.45
119072,정직한식탁,,양천구,,3.8151542,N,0.201,0.01,,,4.67
119073,이사돌,,용산구,,0.0186212,,0.029,,,,
119074,유어마이커피 브루어스,,서초구,,4.3592577,N,0.217,0.08,,,5
119075,달곰발,,양천구,,4.473015,N,0.273,0.24,,,4.57
119077,가보자숯불왕갈비,,용산구,,0.910544,N,0.216,,,,4.5
119078,참치 오이시,,양천구,,4.1925542,Y,0.282,0.14,,,4.33
119079,프레타,,서초구,,4.0067571,N,0.247,,,,4.78
119080,잭스바,,용산구,,4.2881707,N,0.28,0.33,,,4.45
119081,세러데이즈,,서초구,,4.1340264,N,0.217,0.07,,,4.75
119083,코우엔,,서초구,,4.0210963,N,0.217,0.03,,,4.92
119084,우아(OOHAHH),,양천구,,0.0186212,,0.029,,,,
119086,더치앤빈,방배동카페골목점,서초구,,3.8151542,N,0.201,0.01,,,4.52
119087,김밥천국,후암2호점,용산구,,4.2453604,N,0.215,0.06,,,4.15
119089,바로온쉐프,양재점,서초구,,4.7467487,N,0.191,,,,4.79
119090,곽대리꼼장어,용산본점,용산구,,4.3263222,N,0.216,0.33,,,4.47
119091,작은중식당,,양천구,,4.413758,N,0.218,0.08,,,4.6
119092,단한상,,서초구,,4.0210963,N,0.234,0.03,,,4.29
119093,숯불장어무한리필 밤의황제,삼각지역점,용산구,,4.3818724,N,0.252,0.33,,,4.28
119094,카페더갤러리,,양천구,,0.910544,N,0.201,,,,4.64
119095,아워 헤르츠,,서초구,,4.4053862,N,0.248,0.33,,,4.63
119096,일번지기사식당,,용산구,,4.4991248,N,0.232,0.24,,,4.37
119097,감동스시앤사시미,,양천구,,4.3550742,N,0.256,0.03,,,4.17
119099,북촌손만두,한남점,용산구,,4.274766,N,0.251,0.3,4.5,,4.22
119100,칠프로칠백식당,목동점,양천구,,4.3599857,N,0.265,0.33,,,4.78
119101,잇츠 카페플러스,,서초구,안심식당(2020),4.3052864,N,0.25,0.07,,,4.82
119102,서울쌈냉면,,용산구,,4.3747775,N,0.216,0.33,,,4.44
119104,브라더 솥밥&후토마키,,서초구,안심식당(2020),4.3601414,N,0.239,0.33,,,4.61
119105,선린소머리탕,,용산구,,3.8151542,N,0.215,0.01,,,4.39
119107,우나유,,서초구,,4.474043,N,0.254,0.33,,,4.56
119108,돈키돈키,,용산구,,4.2323536,Y,0.346,0.03,,,4.47
119110,실버라이닝 케이크,,서초구,,0.0186212,,0.029,,,,
119112,미우미우,,서초구,안심식당(2020),4.2745653,N,0.266,0.32,,,4.38
119114,하남돼지집,논현점,서초구,,4.4244946,N,0.281,0.12,,,4.59
119115,커피보니,신월점,양천구,,4.3525617,N,0.195,0.13,,,4.32
119116,김밥천국,,서초구,,3.8964718,N,0.215,0.01,,,4.24
119117,신불떡볶이,목동점,양천구,,4.6733739,N,0.233,,,,4.39
119118,페이퍼커피,,마포구,,4.0717341,N,0.216,0.02,,,4.66
119119,카페천국,교대점,서초구,안심식당(2020),4.2732781,N,0.167,0.33,,,4.77
119120,자매곱창,,양천구,,4.0717341,N,0.201,0.02,,,4.44
119122,한양불족발,내방역본점,서초구,,4.3825157,Y,0.282,0.33,,,4.39
119124,냅다청양집,목동직영점,양천구,,4.4200837,N,0.282,0.33,,,4.67
119125,올리브,,용산구,,3.8151542,N,0.165,0.01,,,4.19
119127,인평일등추어탕,선릉역점,강남구,모범음식점(2021),4.2838152,Y,0.281,0.33,,,4.22
119128,해피데이,원효점,용산구,,4.0717341,N,0.215,0.02,,,4.02
119129,대홍훠궈샤브샤브,,양천구,,4.5189761,N,0.293,0.33,,,4.59
119130,야래향,,용산구,,4.2526027,N,0.229,0.34,3.5,5,4.3
119133,만리향,,용산구,,4.177977,N,0.216,0.14,,,4.31
119134,오케이김밥,,양천구,,3.8726737,N,0.266,0.01,,,4.73
119137,장충이대감왕족발순대국,,용산구,,0.910544,N,0.219,,,,4.23
119139,동강,,용산구,,4.3155373,Y,0.265,0.33,4,,4.3
119141,러반로제,재화스퀘어점점,마포구,,4.4628075,Y,0.213,,,,4.59
119145,신월커피,2호점,양천구,,4.4751365,N,0.226,0.06,,,4.87
119146,커피하우스,,강남구,,0.910544,N,0.234,,,,4.15
119148,티라투티,,서초구,,4.5128721,N,0.268,0.12,,,4.4
119149,더치앤빈,언주역점,강남구,,4.2378208,Y,0.234,0.06,,,4.78
119150,호두앤미,방배점,서초구,,4.5438988,N,0.24,0.04,,,4.51
119151,살살 솔트 앤 샐러드,방배점,서초구,,4.2585959,N,0.217,0.33,,,4.64
119152,헨리키친,,양천구,,4.1340264,N,0.217,0.07,,,5
119153,스타커피,,강남구,,0.910544,N,0.215,,,,4.36
119157,돌체비타,,용산구,,4.3994434,N,0.247,0.33,,,4.47
119159,북촌손만두,양천구청점,양천구,,4.3592577,N,0.216,0.08,,,4.39
119160,전주비빔밥,,강남구,,4.3463399,N,0.215,0.12,,,4.05
119161,모퉁이식당,,양천구,,4.0717341,N,0.217,0.02,,,4.9
119162,꽃뱅이,,강남구,,4.2706481,Y,0.233,0.2,,,4.51
119163,도리,,마포구,,4.413758,N,0.251,0.08,,,4.27
119164,카페울림,,양천구,,4.0404971,N,0.233,0.01,,,4.61
119165,지디스트릿,,마포구,,3.8823295,Y,0.296,0.02,,,3.89
119166,세희네김밥,,용산구,,4.1340264,N,0.216,0.07,,,4.4
119170,떼제배,,용산구,,0.910544,N,0.215,,,,4.06
119171,쿼터,,양천구,,4.2510872,N,0.217,0.1,,,4.71
119172,교양식사,,용산구,"미쉐린 가이드(2021),미쉐린 가이드(2022)",4.3620718,N,0.32,0.33,,,4.17
119173,화덕피자 올라,,양천구,,4.4432149,N,0.218,0.1,,,4.36
119174,라바트리,,서초구,,4.4406857,N,0.253,0.33,,,4.64
119175,코바코,신트리점,양천구,안심식당(2020),4.3186013,N,0.201,0.11,,,4.37
119176,투썸플레이스,테헤란선릉역점,강남구,,4.4158673,Y,0.298,0.33,,,4.28
119177,카페 스테이,,서초구,,3.8014116,N,0.246,,,,4.55
119178,신곡식당,,양천구,,0.910544,N,0.201,,,,4.48
119179,찐곱떡,,서초구,,4.3619632,N,0.264,0.27,,,4.39
119180,신 마라명가,,양천구,,4.2834283,N,0.201,0.04,,,4.53
119181,정미식당,,양천구,,4.3411935,N,0.2,0.11,,,4.28
119182,마이코,,서초구,,4.2737636,N,0.217,0.33,,,4.67
119184,봉구비어 & 봉구통닭,목동1단지점,양천구,,4.151668,N,0.167,0.03,,,4.38
119185,커피사피엔스,양재봉진점,서초구,,4.2593594,N,0.288,0.07,,,4.02
119186,아마,,마포구,,4.4879612,N,0.235,0.33,,,4.9
119187,본죽,한남순천향병원점,용산구,,4.4180276,N,0.248,0.1,,,4.25
119188,긱스피자,양천점,양천구,,4.3501303,N,0.24,0.03,,,4.57
119189,한끼정,잠원점,서초구,,4.337617,N,0.252,0.06,,,4.53
119190,마마된장,상앙점,마포구,,4.3094423,N,0.166,0.33,,,4.37
119191,김밥마을,보광점,용산구,,3.8151542,N,0.2,0.01,,,4.3
119192,언니쓰포차,,양천구,,4.3654434,N,0.236,0.09,,,4.24
119193,서초 한우소머리 국밥,,서초구,,3.8151542,N,0.214,0.01,,,3.94
119194,비비드,,용산구,,4.5585722,N,0.203,0.33,,,4.84
119195,하남돼지집,신촌점,마포구,,4.4988881,Y,0.45,0.33,,,4.34
119196,차고집냉면,양천점,양천구,,0.0186212,,0.029,,,,
119197,서울 갈빗살,교대본점,서초구,안심식당(2020),4.2832285,N,0.218,0.16,,,4.36
119198,김밥천국,숙대점,용산구,,4.2232233,Y,0.232,0.13,,,4.26
119199,모두뼈다귀감자탕,목동점,양천구,,4.4136535,N,0.164,0.33,,,4.35
119200,라메종뒤땅,,서초구,,4.2297004,N,0.251,0.27,,,4.67
119201,브레드앤밀,,양천구,,4.177977,N,0.201,0.14,,,4.38
119202,스시소라,서초점,서초구,,4.3848034,N,0.28,0.33,,,4.05
119204,바삭마차,신세계강남점,서초구,,3.8151542,N,0.201,0.01,,,4.5
119205,본가아구찜탕,,용산구,,4.0495956,Y,0.233,0.22,,,4.55
119206,가정경양,,양천구,,4.3878532,N,0.247,0.33,,,4.21
119207,우공뭉티기,,서초구,,4.3268623,N,0.216,0.33,,,4.34
119210,타이반쩜,,양천구,,4.3615765,N,0.237,0.08,,,4.36
119211,퍼펙트아이스,홈플러스목동점,양천구,,4.0210963,N,0.2,0.03,,,4.29
119213,숙대소반,,용산구,,4.5143205,N,0.233,0.33,,,4.44
119214,우리동네,,양천구,,4.0717341,N,0.2,0.02,,,4.33
119216,춘천중앙로숯불닭갈비,,양천구,,4.3463399,N,0.201,0.12,,,4.49
119217,악마곱창,,양천구,,4.4073686,N,0.237,0.04,,,4.54
119218,케르반레스토랑,,용산구,,4.3824347,N,0.297,0.33,,,4.28
119219,추억의옛날통닭,,양천구,,3.8151542,N,0.215,0.01,,,4.36
119221,솔밭삼겹살,,서초구,,4.3248271,N,0.216,0.18,,,4.28
119222,김밥천국,양천구청점,양천구,,0.910544,N,0.215,,,,4.21
119224,서강식객,,마포구,,0.0186212,,0.029,,,,
119225,셰프의돈까스,신월점,양천구,,4.2890125,N,0.257,0.06,,,4.64
119226,7번가피자,방배사당점,서초구,,4.3476977,N,0.216,0.16,,,4.52
119227,공차,마포역점,마포구,,4.177977,N,0.216,0.14,,,4.46
119228,금성식빵,,양천구,,3.831717,N,0.265,0.01,,,4.13
119229,종로김밥,숙대점,용산구,,4.2926499,Y,0.361,0.26,4.5,,4.27
119230,서울주막,1호점,서초구,안심식당(2020),4.5011731,N,0.315,0.33,,,4.59
119231,무겐,,마포구,,0.0186212,,0.029,,,,
119233,서울도넛츠,서초남부터미널점,서초구,,4.0210963,N,0.215,0.03,,,4.17
119234,목동커피,,양천구,,4.4799884,N,0.233,0.32,,,4.39
119235,한창희천하일면,마포점,마포구,,4.3099929,Y,0.233,0.29,,,4.35
119241,호박촌,,양천구,,0.910544,N,0.214,,,,3.75
119242,리버브 커피,,서초구,,4.2967153,N,0.281,0.07,,,4.5
119243,오늘은 빠삭한 튀김,,마포구,,0.910544,N,0.2,,,,4.35
119246,와플대학,홍대캠퍼스점,마포구,,4.5477499,N,0.231,0.33,,,4.38
119247,피자플래넷,서울신월점,양천구,,4.2834283,N,0.189,0.04,,,
119248,모멘트커피,2호점,마포구,,4.4004204,Y,0.216,0.33,,,4.41
119251,커피빈,논현역6번출구앞점,서초구,,4.5369809,N,0.24,0.12,,,4.44
119252,스트라이크펍,,마포구,,3.8520444,N,0.239,,,,4.42
119257,황소곱창 한판구이,,마포구,,4.2341458,Y,0.285,0.33,,,4.13
119258,퀴즈노스,목동오목교점,양천구,,4.3046983,N,0.252,0.17,,,4.28
119260,숯과 소금,,양천구,,4.2256748,N,0.202,0.26,,,4.8
119261,투썸플레이스,서초센트럴아이파크점,서초구,,4.4053161,N,0.281,0.08,,,4.47
119262,포트캔커피,,양천구,,4.4518151,N,0.233,0.13,,,4.42
119263,방배동 심야식당,,서초구,,4.1924278,N,0.218,0.02,,,4.74
119264,엄마손김밥,,양천구,,0.910544,N,0.2,,,,4.19
119265,번패티번,,서초구,,4.4159285,N,0.245,0.33,,,4.42
119266,청파맨션,,용산구,,4.4324026,N,0.266,0.33,4.5,,4.51
119267,화난문어씨&하루한캔,,양천구,,4.8403388,N,0.256,,,,4.27
119269,팍스랩,,양천구,,4.5029185,N,0.238,0.33,,,4.78
119270,이몸이만든빵,,마포구,,4.4044753,Y,0.183,0.33,,,4.38
119271,만랩커피,이수역점,서초구,,4.3925686,N,0.263,0.08,,,4.73
119272,오늘은 지은다방,,양천구,,4.3638429,N,0.234,0.33,,,4.6
119273,부자반점,,용산구,,4.4418842,Y,0.233,0.24,,,4.4
119274,청담곱떡,홍대점,마포구,,0.0186212,,0.029,,,,
119275,극장,,서초구,,4.4083414,N,0.266,0.3,,,4.56
119276,팔공티,신월점,양천구,,4.5515461,N,0.258,0.08,,,4.48
119277,제주도 해장국 해물마당,,마포구,,3.8151542,N,0.215,0.01,,,4.39
119278,마미식당,,서초구,,3.8726737,N,0.28,0.01,,,4.3
119279,가향,,양천구,,4.2949378,N,0.215,0.08,,,4.07
119280,가족식탁,,마포구,,4.3822049,Y,0.299,0.33,,,4.64
119281,함평한우 고깃집,,서초구,,0.0186212,,0.029,,,,
119282,목동초밥집,,양천구,,4.2256748,N,0.217,0.26,,,4.59
119284,파티세리소나,2호점,양천구,,4.3736596,N,0.195,0.33,,,4.39
119285,커피빈,,서초구,,4.5438988,N,0.225,0.04,,,4.45
119289,샌드커피 논탄토,,마포구,,4.3826826,Y,0.264,0.33,,,4.52
119290,반포식스,교대역점,서초구,,4.2936338,N,0.235,0.33,,,4.24
119291,타조메롱,,양천구,,4.3185015,N,0.248,0.33,,,4.56
119292,행복김밥분식,,서초구,,0.910544,N,0.215,,,,4.2
119293,카지츠,,용산구,,4.4083414,N,0.265,0.3,,,4.28
119294,꾸튬,,양천구,,4.3719822,N,0.231,0.14,,,4.58
119296,흥부네,,용산구,,0.910544,N,0.165,,,,4.24
119297,봄내,,양천구,,4.0717341,N,0.215,0.02,,,4.33
119298,커피빈,,서초구,,4.3523126,N,0.257,0.14,,,4.39
119299,소나무 식당,,강남구,,4.1162244,Y,0.311,0.01,,,4.56
119300,해남식당,,용산구,,0.910544,N,0.217,,,,5
119301,국민우유집,목동점,양천구,,4.4124039,N,0.237,0.14,,,4.47
119303,모모의기묘한모험,,용산구,,4.3428358,N,0.278,0.33,,,4.26
119304,엘리시아,,양천구,,3.8151542,N,0.201,0.01,,,4.6
119305,김밥천국,양재점,서초구,,3.8151542,N,0.215,0.01,,,4.08
119306,호쿤,,마포구,,4.3403762,Y,0.286,0.33,,,4.71
119307,커피베이,신정뉴타운점,양천구,,4.2311241,N,0.255,0.06,,,4.61
119308,도미노피자,잠원점,서초구,,4.3782303,N,0.24,0.18,,,4.53
119309,커피플라넬,,용산구,,0.910544,N,0.235,,,,4.56
119310,사쿠라테이엔,오목교점,양천구,,4.5014117,N,0.282,0.33,,,4.63
119311,송화유수,,서초구,,4.4165101,N,0.282,0.33,,,4.66
119314,커피네버스탑,,서초구,,0.0186212,,0.029,,,,
119315,피렌체,,강남구,,3.8151542,N,0.204,0.01,,,
119317,운브레드,,양천구,,2.8120699,N,0.218,,,,4.46
119318,레츠롤,,서초구,,3.90947,N,0.256,0.01,,,
119319,신강양꼬치,선릉점,강남구,,4.348863,N,0.201,0.33,,,4.36
119320,본초맘죽,목동점,양천구,,4.177977,N,0.166,0.14,,,4.4
119321,깡장집,,용산구,,0.910544,N,0.154,,,,
119322,노작가의 아지트,,서초구,,4.3028287,N,0.248,0.3,,,4.18
119325,미다래,용산전자랜드점,용산구,,4.3482921,N,0.165,0.07,,,4.32
119326,투비 커피,,서초구,,4.3654434,N,0.233,0.09,,,4.51
119327,왕성해물,,양천구,,4.2859338,N,0.261,0.01,,,4.42
119328,꼬뜨,,용산구,,4.0464746,Y,0.221,0.01,,,
119329,띵떡,서초점,서초구,,4.3655146,N,0.24,0.16,,,4.43
119330,푸라닭,목동1호점,양천구,,4.4074458,Y,0.237,0.12,,,4.47
119332,연탄돼지구이백반,숙대입구대청마루2호점,용산구,,4.177977,N,0.215,0.14,,,4.15
119333,액트커피,,서초구,,4.4716919,N,0.253,0.33,,,4.51
119334,우리풍천장어,,용산구,,4.177977,N,0.216,0.14,,,4.47
119335,장수맛집,,강남구,,4.2834283,N,0.215,0.04,,,4.17
119336,서초포차,양재시민의숲 본점,서초구,,4.0717341,N,0.215,0.02,,,4.37
119337,성지숯불갈비,,용산구,,3.8151542,N,0.216,0.01,,,4.47
119339,경성꽈배기,교대역점,서초구,,4.5176182,N,0.225,0.1,,,4.34
119340,영양족발,,용산구,,4.2231072,N,0.295,0.31,,,4.35
119343,경성양꼬치구이,,용산구,,4.3107413,N,0.216,0.33,,,4.36
119345,팃톳,,강남구,,4.2020488,Y,0.248,0.16,,,4.48
119346,취원,,용산구,,4.3437822,N,0.231,0.04,,,4.42
119348,진배족발,청계산점,서초구,,4.4466928,N,0.2,0.06,,,4.32
119349,인생아구찜,,용산구,,0.0186212,,0.029,,,,
119350,함초손두부,,마포구,,0.0186212,,0.029,,,,
119351,달래해장,,강남구,,0.0186212,,0.029,,,,
119352,투썸플레이스,사당역로데오점,서초구,,4.1683114,N,0.28,0.06,,,4.26
119353,개성찬방,,서초구,,4.2453604,N,0.233,0.06,,,3.63
119354,청담이상,차병원점,강남구,,4.3395028,N,0.214,0.31,,,4.38
119355,깐부치킨,교대점,서초구,안심식당(2020),4.1459168,N,0.217,0.33,,,4.56
119356,게이트나인,무역센터점,강남구,,4.2903906,Y,0.212,0.33,,,4.34
119358,와와소머리탕,,용산구,,4.2850732,N,0.216,0.33,,,4.18
119359,찜닭에 꽂힌 닭집애,신정점,양천구,,4.2803609,N,0.216,0.09,,,4.42
119360,역전우동0410,우면점,서초구,,4.2803609,N,0.201,0.09,,,4.38
119361,술판,,용산구,,3.8151542,N,0.233,0.01,,,
119363,포베러,,서초구,,4.1201799,N,0.262,0.02,,,4.6
119364,밀앤콩,,양천구,,4.3028303,N,0.234,0.06,,,4.88
119365,플랫나인,,서초구,,4.4618594,N,0.219,0.33,,,4.8
119366,59쌀피자,강서고점,양천구,,3.8151542,N,0.2,0.01,,,4.35
119367,함지박,,용산구,,0.910544,N,0.216,,,,4.46
119368,카페모호,,서초구,,4.3559568,N,0.287,0.33,,,4.55
119369,에맥앤볼리오스,현대백화점목동점,양천구,,4.3305005,N,0.229,0.04,,,4.54
119370,라 파스타앤모어,,서초구,,4.3030342,N,0.252,0.31,,,4.64
119371,코끼리손만두,,용산구,,4.3825339,N,0.216,0.24,,,4.23
119372,오성아구뽈찜,,양천구,,4.4091857,N,0.259,0.07,,,4.64
119373,또순이분식,,마포구,,3.8151542,N,0.215,0.01,,,4.05
119374,용범이네인계동껍데기,강남점,서초구,,4.477336,N,0.202,0.33,,,4.49
