식당(ID),식당명,지점명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점
12534,황제마라탕&양꼬치,,송파구,모범음식점(2007),3.6045629,N,0.263,0.01,,,4.42
12535,코다리명가,구로디지털점,관악구,"모범음식점(2018),안심식당(2020)",4.4368449,N,0.28,0.13,,,4.55
12536,양촌리,,도봉구,"모범음식점(2007),안심식당(2020)",4.0062241,Y,0.272,0.2,,,1.25
12537,가빈 커피(GABEAN cafe),,서대문구,모범음식점(2007),4.1052198,N,0.232,0.16,,,4.51
12538,토리광,,은평구,,0.0186212,,0.029,,,,
12539,남도구들 한정식,,강남구,모범음식점(2010),4.3216264,N,0.277,0.33,,,4.09
12540,잘차려진바다,을지로본점,중구,,0.0186212,,0.029,,,,
12541,우리집생고기,,은평구,모범음식점(2009),4.0953381,N,0.278,0.06,,,4.3
12542,무등산닭한마리,,광진구,모범음식점(1999),4.0868516,N,0.262,0.17,4,,4
12543,100년 서서갈비,수유본점,강북구,모범음식점(2010),4.3206845,N,0.337,0.33,,,4.29
12544,국가대패,북가좌점,서대문구,모범음식점(2014),4.398549,N,0.314,0.04,,,4.24
12545,또와,,성동구,모범음식점(2019),3.7596909,N,0.263,0.03,,,4.43
12546,동인동,,서초구,,0.0186212,,0.029,,,,
12547,해담촌,신림역점,관악구,"모범음식점(2019),안심식당(2020)",4.1928909,N,0.263,0.12,,,4.43
12548,쏙하노이,,용산구,,0.0186212,,0.029,,,,
12549,순천식당,,양천구,"모범음식점(2018),안심식당(2020)",1.0430321,N,0.217,,,,
12550,인생닭강정,,송파구,모범음식점(2007),4.2574033,N,0.263,0.04,,,4.56
12551,소담,,동작구,모범음식점(2005),4.0272434,N,0.196,0.02,,,4
12552,접시고기,신월점,양천구,"모범음식점(2018),안심식당(2020)",4.3065576,N,0.328,0.16,,,4.31
12554,달그닭,,송파구,,,,0.029,,,,
12556,냉삼둘리,,노원구,,4.3528259,N,0.311,0.09,,,4.37
12557,자연별곡,NC강서점,강서구,,0.0186212,,0.029,,,,
12558,찜샤브,현대시티몰 가든파이브점,송파구,모범음식점(2020),4.0110564,N,0.264,0.28,,,4.55
12559,백암왕순대,,서대문구,모범음식점(2004),4.2315993,N,0.21,0.02,3,,4.19
12560,고향반점,,광진구,"모범음식점(2001),안심식당(2020)",3.9467334,N,0.21,0.03,,,3.5
12561,민소한우,중앙여의도지점,영등포구,"모범음식점(2011),안심식당(2020)",4.4255672,Y,0.331,0.33,4,,4.31
12562,마포갈비,,강남구,,4.2492227,Y,0.307,0.09,,,4.05
12563,신의주찹쌀순대전문점,,강남구,,,Y,0.1,,,,
12564,한일,,종로구,,,Y,0.069,,,,
12566,송림식당,,광진구,모범음식점(1998),4.1261225,Y,0.453,0.33,4.5,,4.33
12567,은성,,용산구,"모범음식점(2001),블루리본(2021)",4.2326242,Y,0.308,0.33,4,,4.32
12568,신금호마포숯불갈비,,성동구,모범음식점(2004),4.3521351,Y,0.496,0.33,,,4.4
12569,삼원가든,,강남구,"미쉐린 가이드(2021),블루리본(2021)",4.0615795,N,0.266,0.33,,,4.26
12571,강강술래,신림본동점,관악구,"모범음식점(2018),안심식당(2020)",4.3310357,N,0.328,0.33,4.5,,4.35
12572,태림산채정식,,도봉구,"모범음식점(2002),안심식당(2020)",4.025633,N,0.312,0.33,5,,4.45
12573,대문,,도봉구,모범음식점(2002),4.1660426,N,0.292,0.33,4.5,,4.31
12574,동해복집,,노원구,모범음식점(2002),4.2797599,Y,0.258,0.11,,,4.49
12575,호아빈,서울시청점,중구,모범음식점(2012),4.2313888,N,0.282,0.33,,,4.29
12576,만나 칼국수,,관악구,"모범음식점(2018),안심식당(2020)",4.1068321,Y,0.454,0.33,,,4.5
12578,옛골토성,북한산성점,은평구,"모범음식점(2011),안심식당(2020)",4.2933496,N,0.329,0.33,,,4.19
12579,미유끼,,서초구,모범음식점(2007),4.0280349,Y,0.308,0.33,5,,4.23
12580,킹랍스타,,영등포구,"모범음식점(2004),안심식당(2020)",4.1717543,N,0.302,0.34,4,,4.28
12581,해태식당,,관악구,"모범음식점(2018),블루리본(2021),안심식당(2020)",4.0121707,Y,0.449,0.33,5,,4.24
12582,성북동섭지코지,,성북구,"모범음식점(2010),블루리본(2021)",3.7649937,N,0.295,0.33,5,,4.33
12583,이얼싼,,은평구,안심식당(2020),4.2117336,N,0.263,0.33,,,4.26
12585,금홍,,용산구,,0.1577147,Y,0.064,,,,
12586,경스시,,강남구,,4.3715333,N,0.263,0.24,,,4.19
12587,골목냉면,,성동구,모범음식점(2017),4.2617555,N,0.282,0.33,2.5,,4.33
12588,파티대통령,,광진구,모범음식점(2009),4.1881019,Y,0.3,0.03,,,5
12589,남서울민물장어,,강남구,"모범음식점(2010),블루리본(2021)",4.2116619,Y,0.28,0.33,4.5,,4.36
12590,깊은맛 남원추어탕,,송파구,모범음식점(2019),4.2911965,Y,0.312,0.24,4.5,,4.48
12591,대우부대찌개,강남본점,강남구,"모범음식점(2011),블루리본(2021)",4.2078322,N,0.263,0.33,,,4.39
12592,뚱뚱이 할머니집,,중구,,,,0.029,,,,
12593,바다식당,,용산구,"모범음식점(2020),블루리본(2021)",4.1955931,N,0.232,0.33,,,4.17
12594,연희동 영월,,서대문구,모범음식점(2004),4.2174508,Y,0.358,0.33,3,,4.29
12595,그랑아,,강남구,,4.1384059,Y,0.259,0.21,,,3.29
12596,낙산냉면,,종로구,모범음식점(2011),4.4068016,N,0.28,0.33,5,,4.22
12597,압구정 샤브샤브,,강남구,모범음식점(2014),4.5829075,Y,0.353,0.33,,,4.27
12598,신정,,강남구,"모범음식점(2010),블루리본(2021)",4.3503474,Y,0.327,0.33,2.5,,4.03
12599,야래향,,중구,,4.3711351,N,0.295,0.33,4.5,,4.28
12600,열해,,용산구,모범음식점(2001),4.1745935,N,0.213,0.33,,,4.41
12601,토담골,논현점,강남구,모범음식점(2010),4.2046144,Y,0.427,0.33,4.5,,4.22
12602,우리강산,,송파구,모범음식점(2019),4.1236257,N,0.328,0.23,,,4.35
12603,한우리,본점,강남구,"모범음식점(2010),블루리본(2021)",4.25831,N,0.311,0.33,,,4.28
12604,광양불고기,,양천구,"모범음식점(2007),안심식당(2020)",4.1850329,N,0.263,0.33,,,4.32
12605,산야로콩나물국밥,,관악구,"모범음식점(2018),안심식당(2020)",4.2952554,N,0.279,0.33,,,4.35
12606,강원정,,용산구,모범음식점(2001),4.2218919,N,0.264,0.33,3.5,,4.55
12607,연희동칼국수,본점,서대문구,모범음식점(2004),4.1810625,Y,0.412,0.33,4,,4.33
12608,미우미우,,송파구,모범음식점(2008),4.2729997,N,0.245,0.33,,,4.37
12609,동북화과왕,,종로구,,3.7534957,N,0.167,0.33,4,,4.59
12610,신가예촌,,서초구,,4.3111023,N,0.281,0.33,,,4.39
12611,솔나무길된장예술,,종로구,모범음식점(2007),3.8583513,N,0.263,0.33,4,,4.17
12612,대한민국,,강남구,모범음식점(2010),4.2969959,N,0.328,0.33,,,4.27
12613,바다목장바닷가재,,중랑구,"모범음식점(2017),안심식당(2020)",4.2182163,Y,0.299,0.33,,,4.25
12614,군산복집,,성동구,모범음식점(2019),3.8407601,N,0.266,0.04,,,4.14
12615,조마루감자탕,석관점,성북구,,4.3734442,N,0.234,0.33,,,4.35
12616,빕스,도곡역점,강남구,모범음식점(2010),4.4379924,Y,0.328,0.33,4.5,,4.24
12617,어반가든,,중구,"모범음식점(2010),블루리본(2021)",3.8979167,N,0.328,0.33,4,,4.15
12620,삼백돈돈가츠,본점,관악구,"모범음식점(2020),안심식당(2020)",4.4526561,N,0.296,0.33,,,4.27
12621,왕돈까스&왕냉면,불광역점,은평구,모범음식점(2009),4.1790517,N,0.263,0.33,,,4.36
12622,연화산,,강남구,모범음식점(2017),4.2120999,N,0.263,0.33,,,4.43
12623,루위,,강남구,모범음식점(2010),4.4426913,N,0.329,0.33,,,4.65
12624,유진참치,연신내점,은평구,"모범음식점(2010),안심식당(2020)",4.1175984,N,0.263,0.14,,,4.32
12625,등푸른집,,중구,,0.910544,N,0.057,,,,
12626,상도늘보리,흑석점,동작구,"모범음식점(2012),안심식당(2020)",4.638471,Y,0.329,0.11,,,4.13
12627,연안식당,가든파이브점,송파구,모범음식점(2017),4.3230103,N,0.259,0.33,,,4.3
12628,킹콩부대찌개,양천구청점,양천구,모범음식점(2018),4.4641787,N,0.32,0.2,,,4.25
12629,전자방,,성동구,모범음식점(2019),4.2067189,N,0.282,0.33,,,4.32
12630,금강산,,송파구,모범음식점(2007),4.1052198,N,0.197,0.16,,,4.24
12631,지인고기,문정점,송파구,모범음식점(2017),4.054989,N,0.329,0.33,,,4.55
12632,맛있는집,,성북구,,0.0186212,,0.029,,,,
12633,라그릴리아,현대시티몰 가든파이브점,송파구,모범음식점(2017),4.3324418,N,0.288,0.33,,,4.53
12634,은평한우곱창,,은평구,"모범음식점(2017),안심식당(2020)",4.1801267,N,0.263,0.33,,,4.34
12635,손가네민물장어,,종로구,"모범음식점(2010),안심식당(2020)",4.2484114,Y,0.299,0.33,,,4.29
12637,교담집,,양천구,"모범음식점(2005),안심식당(2020)",4.3984894,N,0.329,0.33,,,4.68
12638,해바라기 정육식당,,구로구,,0.0186212,,0.029,,,,
12639,진주식당,,동작구,모범음식점(2020),4.284501,N,0.287,0.33,,,4.1
12640,뚱보식당,,성동구,,0.5516763,N,0.262,,,,4.4
12641,샤브플러스,,강동구,모범음식점(2008),4.1040033,N,0.265,0.33,,,4.29
12642,신촌설렁탕,강남구청역점,강남구,모범음식점(2016),4.1052198,N,0.262,0.16,,,4.08
12644,막,,강남구,,4.2426531,Y,0.299,0.18,,,4.34
12645,배영만당진아구,낙성대점,관악구,"모범음식점(2018),안심식당(2020)",4.2962653,N,0.312,0.33,,,4.33
12646,신기소,문정역점,송파구,모범음식점(2017),3.7597631,N,0.213,0.29,,,4.35
12647,돈에뜰,숯불구이점,용산구,모범음식점(2018),4.1556302,Y,0.408,0.29,,,4.35
12648,몽촌 감자탕 부대찌개,풍납점,송파구,모범음식점(2008),3.5916934,N,0.262,0.03,,,4.28
12649,아차산닭국수,,광진구,모범음식점(2012),4.2488075,N,0.264,0.33,,,4.24
12650,동경야시장,강남월드점,서초구,모범음식점(2006),4.1755536,N,0.303,0.28,,,4.1
12651,캘리포니아피자키친,김포공항 롯데몰점,강서구,"모범음식점(2017),안심식당(2020)",3.9607526,N,0.232,0.33,,,4.31
12652,신안바다장어구이,,관악구,"모범음식점(2019),안심식당(2020)",4.172332,N,0.263,0.32,,,4.48
12653,전가네 참숯갈비 고기한쌈,석촌점,송파구,모범음식점(2019),3.9737445,N,0.311,0.33,,,4.4
12654,오징어 세상,연희점,서대문구,모범음식점(2012),4.2202866,N,0.261,0.06,,,3.97
12655,화로구이,마장점,성동구,,4.2149436,Y,0.298,0.33,,,4.21
12656,장산곶,,서초구,모범음식점(2014),4.2856459,N,0.263,0.12,,,4.33
12657,봉추찜닭,신촌점,서대문구,"모범음식점(2004),안심식당(2020)",4.2143082,Y,0.36,0.33,,,4.29
12658,명태랑족발이랑,,관악구,"모범음식점(2018),안심식당(2020)",4.3359536,Y,0.435,0.03,,,4.21
12659,계백집,수유역점,강북구,모범음식점(2009),3.7672506,N,0.222,0.16,,,4.34
12660,정성본샤브수끼칼국수,,강남구,모범음식점(2010),4.3242388,Y,0.345,0.33,3,,4.27
12661,남순남순대국,본점,강남구,"모범음식점(2016),블루리본(2021)",4.4268324,Y,0.44,0.33,4.5,,4.14
12662,소문난감자탕해장국,,노원구,모범음식점(2005),4.2292178,N,0.295,0.28,,,4.36
12663,춘향골,,서대문구,,0.0186212,,0.029,,,,
12664,푸른바다세꼬시,,강남구,,4.4316622,Y,0.393,0.18,,,4.43
12665,천외천,,동작구,모범음식점(2009),3.7762638,N,0.295,0.33,4,,4.35
12666,향나무세그루,,종로구,"모범음식점(2010),안심식당(2020)",4.2956519,N,0.217,,,,4.4
12667,낙성곱창,본점,관악구,"모범음식점(2018),안심식당(2020)",4.1896556,Y,0.422,0.33,,,4.52
12668,신우정,,노원구,모범음식점(2009),4.0464746,Y,0.279,0.01,,,4.15
12669,함흥곰보냉면,,종로구,"모범음식점(2007),안심식당(2020)",4.2398294,N,0.31,0.33,,,3.98
12670,아리차이,,관악구,"모범음식점(2018),안심식당(2020)",4.3924798,N,0.295,0.33,4.5,,4.38
12671,차이797 플러스,김포점,강서구,"모범음식점(2019),안심식당(2020)",4.2496353,Y,0.328,0.33,,,4.15
12672,대평갈비,,종로구,"모범음식점(2009),안심식당(2020)",4.0714078,N,0.313,0.33,4.5,,4.39
12673,원조 할머니 두부집,,종로구,모범음식점(2008),4.2033744,N,0.263,0.33,,,4.27
12674,타워차이,,강남구,"모범음식점(2010),블루리본(2021)",4.2994117,N,0.328,0.33,,,4.34
12675,가조고향마을,,서초구,"모범음식점(2004),안심식당(2021)",4.3346523,Y,0.472,0.33,,,4.04
12676,아이러브신당동,,중구,모범음식점(2008),4.1810304,N,0.295,0.33,,,4.21
12677,페르시안궁전,,종로구,"모범음식점(2012),안심식당(2020)",4.3550075,N,0.329,0.33,5,,4.76
12678,선조네 우렁쌈밥 제주흑돼지,,은평구,"모범음식점(2020),안심식당(2020)",3.7888491,N,0.276,0.26,,,4.46
12679,김씨네 돌솥밥순두부,,송파구,모범음식점(2007),4.1429042,N,0.295,0.33,,,4.24
12680,사리원,도곡점,강남구,모범음식점(2010),3.9968897,Y,0.312,0.33,4.5,,4.36
12681,군산오징어,본점,송파구,"모범음식점(2009),블루리본(2021)",4.1994845,N,0.311,0.33,4.5,,4.31
12682,본가아귀찜,,강북구,모범음식점(2008),4.0210147,Y,0.281,0.27,,,4.55
12683,홈수끼,,송파구,모범음식점(2007),4.3638669,N,0.328,0.33,5,,4.38
12684,일식호림,,송파구,모범음식점(2016),4.0110564,N,0.263,0.28,,,4.32
12685,남한강다슬기해장국,,송파구,모범음식점(2014),4.1914047,N,0.295,0.17,,,4.43
12686,석촌옛터,송파본점,송파구,모범음식점(2008),4.3647331,N,0.295,0.33,3,,4.24
12687,코리아하우스,청담본점,강남구,,4.3798717,N,0.281,0.33,,,4.17
12688,태양해물아구찜탕,,동대문구,,0.0416878,Y,0.077,,,,
12689,설국,,서초구,모범음식점(2003),3.8593246,N,0.262,0.18,,,3.92
12690,파크루안,역삼점,강남구,"모범음식점(2010),블루리본(2021)",4.2461355,N,0.296,0.33,,,4.51
12691,원진노기순청국장,,성북구,모범음식점(2020),4.0148107,N,0.263,0.17,,,4.38
12692,하노이의아침,서울역점,용산구,모범음식점(2001),3.9549831,Y,0.353,0.36,5,5,4.18
12693,댓잎갈비,,용산구,"모범음식점(2005),블루리본(2021)",4.3065084,N,0.248,0.33,,,4.19
12694,안뜨레,,강남구,모범음식점(2014),4.2822205,Y,0.374,0.33,,,4.56
12695,한쿡,N서울타워점,용산구,모범음식점(2007),4.3538265,Y,0.312,0.33,4,,4.46
12696,브래서리,,강남구,모범음식점(2013),4.4734772,N,0.312,0.33,,,4.61
12697,놀부유황오리 진흙구이,잠실점,송파구,모범음식점(2007),4.4659735,N,0.337,0.33,,,4.37
12698,지리산 앞집,,종로구,,,Y,0.206,,,,
12699,메이필드호텔 캐슬테라스,,강서구,"모범음식점(2015),안심식당(2020)",4.2454893,Y,0.326,0.33,4,,4.59
12700,백제추어탕,본점,강동구,"모범음식점(2008),안심식당(2020)",4.3940386,Y,0.308,0.33,,,4.34
12701,유향소,,성동구,모범음식점(2006),3.5517484,N,0.295,0.2,5,,4.37
12702,기소야,서여의도점,영등포구,"모범음식점(2004),안심식당(2020)",4.1729822,N,0.288,0.29,,,4.25
12703,이화고려정,,중구,,4.4789502,Y,0.332,0.33,3,,4.28
12704,동해오징어보쌈,,용산구,모범음식점(2018),4.2829581,N,0.263,0.33,,,4.38
12705,한솔민물장어,,서대문구,모범음식점(2011),4.3252185,N,0.299,0.22,,,4.48
12706,방가네 남원추어탕,,강동구,"모범음식점(2016),안심식당(2020)",4.1664406,Y,0.28,0.33,,,4.31
12707,신선설농탕,고척점,구로구,모범음식점(2018),4.2426716,Y,0.337,0.33,,,4.39
12708,파티엔 뷔페,,은평구,모범음식점(2017),3.8745711,Y,0.251,0.33,,,
12709,서울집,독산점,금천구,모범음식점(2016),4.1735636,Y,0.393,0.33,,,4.37
12710,성북동참치,,성북구,모범음식점(2010),4.2379901,N,0.314,0.06,,,4.32
12711,대소윤화,,강남구,,4.2864677,Y,0.331,0.23,,,4.18
12712,스시다네,하계점,노원구,모범음식점(2017),4.2626341,Y,0.345,0.33,,,4.33
12713,동수원갈비,,성동구,모범음식점(2017),3.9670505,N,0.328,0.17,,,4.32
12714,인창제주해물탕&찜,,구로구,모범음식점(2008),3.99487,N,0.295,0.06,,,4.37
12715,우시장정육식당,양평직영점,영등포구,모범음식점(2010),4.2655223,N,0.311,0.33,,,4.34
12716,용산양꼬치,,용산구,모범음식점(2018),4.1920839,N,0.292,0.33,,,4.34
12717,당나라,,강남구,모범음식점(2016),1.0501897,N,0.232,,,,4.47
12718,등촌샤브칼국수,중대점,동작구,모범음식점(2015),3.9425552,Y,0.265,0.27,,,4.3
12719,사이드쇼,김포공항롯데몰점,강서구,"모범음식점(2017),안심식당(2020)",4.2144834,N,0.263,0.33,,,4.13
12720,콩심 수유점,수유점,강북구,모범음식점(2018),3.9122708,N,0.261,0.19,,,4.44
12721,명동할머니국수,롯데어드벤처점,송파구,모범음식점(2020),1.0501897,N,0.262,,,,4.27
12722,일오닭갈비,왕십리역사점,성동구,모범음식점(2016),4.0584336,Y,0.357,0.33,,,4.07
12723,육갑식당,논현직영점,강남구,모범음식점(2014),4.2634675,Y,0.441,0.33,,,4.69
12724,하남춘천골닭갈비,방이직영점,송파구,모범음식점(2014),4.300931,N,0.329,0.33,,,4.48
12725,참치공방,을지로점,중구,모범음식점(2017),4.3936971,N,0.265,0.33,,,4.33
12726,미양마늘보쌈집,,서초구,모범음식점(2009),4.3648444,N,0.337,0.21,,,4.3
12727,하나에프앤비명가원점,,강남구,,0.910544,N,0.063,,,,
12728,철뚝집,문정 법조단지점,송파구,모범음식점(2019),4.1810571,N,0.262,0.26,,,4.15
12729,우학면옥,,강서구,"모범음식점(2017),안심식당(2020)",4.4851699,N,0.311,0.33,,,4.27
12730,반값소,도봉구청점,도봉구,"모범음식점(2013),안심식당(2020)",3.9431109,N,0.311,0.19,,,4.29
12731,남강마황오리,,양천구,"모범음식점(2010),안심식당(2020)",3.8346554,N,0.249,0.26,,,4.58
12732,소공동뚝배기,삼성본점,강남구,,4.359591,N,0.262,0.1,4,,4.28
12733,김덕후의차돌조,신촌점,서대문구,모범음식점(2009),4.3079381,Y,0.281,0.33,,,4.48
12734,휴가,,은평구,모범음식점(2017),4.4279512,N,0.26,0.33,,,4.48
12735,성수계,,광진구,,,,0.029,,,,
12736,이화수전통육개장,서울보라매점,동작구,모범음식점(2013),4.2655739,N,0.263,0.33,,,4.31
12737,곤지암할매소머리국밥 왕갈비탕,난곡점,관악구,"모범음식점(2018),안심식당(2020)",4.223264,N,0.261,0.14,,,4.41
12738,춘천왕닭갈비,,노원구,모범음식점(2015),4.1790517,N,0.263,0.33,,,4.29
12739,꼼떼 바베큐,마곡점,강서구,"모범음식점(2017),안심식당(2020)",4.1800238,N,0.288,0.33,,,4.55
12740,오선채,,서초구,모범음식점(2008),4.2885405,N,0.311,0.33,,,4.18
12741,염창회마차,,양천구,"모범음식점(2003),안심식당(2020)",4.1524711,N,0.248,0.33,,,4.21
12742,공스시,,강남구,,4.2556819,N,0.327,0.17,,,4.25
12743,정성한줄,아현점,마포구,"모범음식점(2017),안심식당(2020)",4.0625793,N,0.335,0.23,,,4.47
12744,장어세상,,서대문구,모범음식점(2011),4.2224603,N,0.263,0.33,,,4.38
12745,함흥본가면옥,,송파구,모범음식점(2017),4.3520119,N,0.337,0.33,,,4.36
12746,두껍삼,역삼직영점,강남구,모범음식점(2017),4.4082738,N,0.329,0.33,,,4.53
12747,가화만사성,,서대문구,"모범음식점(2007),안심식당(2021)",4.5035403,N,0.287,0.33,,,4.3
